,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,estimated_occupancy_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,price_per_room,rating_q1
317,15/10/2012,within an hour,100%,100%,,,86,107,"['email', 'phone', 'work_email']",t,t,Sydney,-33.86099,151.20356,Entire rental unit,Entire home/apt,6,1.5,1.5 baths,2,4,"[""Conditioner"", ""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Washer"", ""Microwave"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Pets allowed"", ""Cleaning products"", ""Paid parking off premises"", ""Children\u2019s dinnerware"", ""Paid standalone high chair - available upon request"", ""Hangers"", ""Portable heater"", ""Waterfront"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Hair dryer"", ""Bed linens"", ""Heating - split type ductless system"", ""Fire extinguisher"", ""Portable air conditioning"", ""Stove"", ""Baby bath - available upon request"", ""Oven"", ""Clothing storage"", ""Self check-in"", ""Hot water"", ""Children\u2019s books and toys"", ""AC - split type ductless system"", ""Wine glasses"", ""Essentials"", ""Freezer"", ""Coffee maker: Nespresso"", ""Lockbox"", ""Toaster"", ""Private backyard \u2013 Fully fenced"", ""Baking sheet"", ""Iron"", ""Smoke alarm"", ""Laundromat nearby"", ""Dining table"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Single level home"", ""Cooking basics"", ""Coffee"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""First aid kit"", ""Private entrance""]",1,365,1,3,365,365,2.3,t,10,37,64,262,13,13,3,78,12/04/2025,8/06/2025,4.85,5,4.85,5,5,5,4.85,t,5.82,91,0
318,23/05/2012,within a few hours,100%,91%,t,Bondi Beach,117,175,"['email', 'phone']",t,t,Sydney,-33.9008354,151.2047347,Entire rental unit,Entire home/apt,4,2,2 baths,2,2,"[""Conditioner"", ""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Microwave"", ""Free dryer \u2013 In unit"", ""Free street parking"", ""Outdoor furniture"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Pets allowed"", ""Cleaning products"", ""Paid parking off premises"", ""Blender"", ""Hangers"", ""55 inch HDTV"", ""Paid standalone high chair - available upon request"", ""Body soap"", ""Park view"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Elevator"", ""Free parking on premises"", ""Hair dryer"", ""Bed linens"", ""Fire extinguisher"", ""Central air conditioning"", ""Private patio or balcony"", ""Stainless steel single oven"", ""Free washer \u2013 In unit"", ""Central heating"", ""Stainless steel electric stove"", ""Barbecue utensils"", ""City skyline view"", ""Hot water"", ""Private BBQ grill: gas"", ""Outdoor dining area"", ""Dedicated workspace"", ""Wine glasses"", ""Essentials"", ""Freezer"", ""Coffee maker: Nespresso"", ""Toaster"", ""Clothing storage: closet and wardrobe"", ""Baking sheet"", ""Iron"", ""Smoke alarm"", ""Laundromat nearby"", ""Dining table"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Coffee"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""Long term stays allowed""]",5,89,5,21,1125,1125,7.7,t,12,42,72,315,11,6,1,60,21/10/2023,25/05/2025,4.91,5,5,4.82,5,4.82,4.64,f,0.54,157,1
319,20/05/2018,within an hour,100%,100%,f,,1,2,['phone'],t,t,Parramatta,-33.84847,151.00648,Entire home,Entire home/apt,1,1,1 bath,1,1,"[""Crib"", ""Portable fans"", ""Kitchen"", ""Washer"", ""Microwave"", ""Free street parking"", ""Hangers"", ""Fire extinguisher"", ""Bed linens"", ""Stove"", ""Hot water"", ""TV"", ""Backyard"", ""Mini fridge"", ""Toaster"", ""Smoke alarm"", ""Patio or balcony"", ""Wifi"", ""Hot water kettle"", ""First aid kit""]",365,365,365,365,365,365,365,t,29,59,89,364,5,5,0,255,22/02/2025,14/03/2025,3.6,3.6,3.4,4.2,4.2,3.8,4,t,1.29,48,0
320,6/01/2015,within an hour,100%,100%,t,,1,1,"['email', 'phone']",t,t,Manly,-33.797062,151.286423,Entire rental unit,Entire home/apt,4,1,1 bath,0,2,"[""Conditioner"", ""Refrigerator"", ""Kitchen"", ""Washer"", ""Microwave"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Cleaning products"", ""Gym"", ""Hangers"", ""Body soap"", ""Extra pillows and blankets"", ""Pool"", ""Elevator"", ""Free parking on premises"", ""Hair dryer"", ""Bed linens"", ""Clothing storage: wardrobe"", ""Fire extinguisher"", ""Stove"", ""Air conditioning"", ""Oven"", ""Self check-in"", ""Paid dryer \u2013 In building"", ""Hot water"", ""TV"", ""Heating"", ""Wine glasses"", ""Essentials"", ""Lockbox"", ""Hot tub"", ""Toaster"", ""Iron"", ""Smoke alarm"", ""Laundromat nearby"", ""Dining table"", ""Patio or balcony"", ""Cooking basics"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""Long term stays allowed"", ""Safe""]",3,1125,3,3,1125,1125,3,t,14,29,54,253,242,39,2,234,5/01/2018,1/06/2025,4.78,4.84,4.79,4.92,4.96,4.97,4.73,t,2.67,135,0
321,19/12/2014,within an hour,95%,75%,t,,47,57,"['email', 'phone']",t,t,Woollahra,-33.88873,151.23862,Entire home,Entire home/apt,8,5,5 baths,4,4,"[""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Washer"", ""Microwave"", ""Dishes and silverware"", ""Pets allowed"", ""Dryer"", ""Hangers"", ""Private pool"", ""Free parking on premises"", ""Hair dryer"", ""Bed linens"", ""Paid parking on premises"", ""Stove"", ""Air conditioning"", ""Oven"", ""Clothing storage"", ""Hot water"", ""TV"", ""Backyard"", ""Heating"", ""Dedicated workspace"", ""Wine glasses"", ""Coffee maker"", ""Essentials"", ""Iron"", ""Smoke alarm"", ""Patio or balcony"", ""Cooking basics"", ""Wifi"", ""Long term stays allowed"", ""Private entrance""]",7,1125,7,7,90,90,7,t,0,0,0,0,3,1,0,14,2/01/2024,5/01/2025,4.67,4.33,4,4.67,5,5,4.67,f,0.17,281.25,0
322,25/07/2016,within an hour,100%,100%,f,,1,1,"['email', 'phone']",t,t,Sutherland Shire,-34.05433,151.14828,Entire rental unit,Entire home/apt,8,2,2 baths,3,5,"[""Conditioner"", ""Portable fans"", ""Ceiling fan"", ""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Microwave"", ""Free street parking"", ""Bay view"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Cleaning products"", ""Hangers"", ""Portable heater"", ""BBQ grill"", ""Body soap"", ""Waterfront"", ""Park view"", ""Extra pillows and blankets"", ""Board games"", ""Beach access \u2013 Beachfront"", ""Electric stove"", ""Elevator"", ""Free parking on premises"", ""Hair dryer"", ""Bed linens"", ""Clothing storage: wardrobe"", ""Fire extinguisher"", ""Private patio or balcony"", ""Smart lock"", ""Free washer \u2013 In unit"", ""Oven"", ""Barbecue utensils"", ""Self check-in"", ""Shared pool"", ""Hot water"", ""TV"", ""Sonos Wi-Fi  sound system"", ""Dedicated workspace"", ""Wine glasses"", ""Coffee maker"", ""Essentials"", ""Freezer"", ""Toaster"", ""Baking sheet"", ""Iron"", ""Smoke alarm"", ""Dining table"", ""Marina view"", ""Cooking basics"", ""Coffee"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""Long term stays allowed""]",5,365,5,5,365,365,5,t,27,54,66,305,33,6,0,60,7/12/2021,25/02/2025,4.85,4.94,4.94,4.91,5,4.91,4.85,f,0.77,132,0
323,17/12/2022,within an hour,100%,99%,f,,4,4,['phone'],t,t,Parramatta,-33.79787545,151.0544901,Private room in home,Private room,1,2,2 shared baths,1,1,"[""Conditioner"", ""Washer"", ""Microwave"", ""Free street parking"", ""Shower gel"", ""Wifi \u2013 26 Mbps"", ""Lock on bedroom door"", ""Free parking on premises"", ""Hair dryer"", ""Bathtub"", ""Clothing storage: closet"", ""Air conditioning"", ""Smart lock"", ""Central heating"", ""Self check-in"", ""Hot water"", ""Hot tub"", ""Luggage dropoff allowed"", ""Hot water kettle"", ""Shampoo"", ""Long term stays allowed""]",2,90,2,2,1125,1125,2,t,15,45,75,166,27,27,1,162,4/08/2024,27/05/2025,4.41,4.52,4.07,4.48,4.52,4.44,4.41,f,2.55,60,0
324,19/02/2021,within an hour,100%,88%,f,,1,1,"['email', 'phone']",t,t,Warringah,-33.785511,151.288589,Entire rental unit,Entire home/apt,2,1,1 bath,1,0,"[""Portable fans"", ""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Washer"", ""Microwave"", ""Free street parking"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Cleaning products"", ""Dryer"", ""Hangers"", ""Portable heater"", ""Waterfront"", ""Hair dryer"", ""Bed linens"", ""Stove"", ""Oven"", ""Clothing storage"", ""Hot water"", ""TV"", ""Dedicated workspace"", ""Wine glasses"", ""Essentials"", ""Toaster"", ""Smoke alarm"", ""Laundromat nearby"", ""Dining table"", ""Cooking basics"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""Long term stays allowed"", ""Shared beach access"", ""Private entrance""]",3,28,3,3,1125,1125,3,t,29,59,89,180,20,7,0,42,20/12/2021,20/04/2025,4.85,4.95,4.75,5,5,4.9,4.65,f,0.47,327,0
325,7/03/2024,within an hour,100%,99%,t,,31,43,"['email', 'phone']",t,t,Sydney,-33.87299069,151.1966999,Entire townhouse,Entire home/apt,10,3,3 baths,4,5,"[""Conditioner"", ""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Microwave"", ""Free dryer \u2013 In unit"", ""Outdoor furniture"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Cleaning products"", ""Hangers"", ""Free residential garage on premises \u2013 1 space"", ""Body soap"", ""Room-darkening shades"", ""Hair dryer"", ""Bed linens"", ""Heating - split type ductless system"", ""Stove"", ""Free washer \u2013 In unit"", ""Oven"", ""Clothing storage"", ""Self check-in"", ""Hot water"", ""TV"", ""AC - split type ductless system"", ""Dedicated workspace"", ""Wine glasses"", ""Coffee maker"", ""Essentials"", ""Freezer"", ""Lockbox"", ""Toaster"", ""Iron"", ""Smoke alarm"", ""Dining table"", ""Cooking basics"", ""Coffee"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""Rice maker""]",1,365,1,4,365,365,3,t,5,28,54,131,48,48,5,255,16/11/2024,14/06/2025,4.79,4.79,4.81,4.92,4.83,4.92,4.71,f,6.73,83.25,0
326,17/03/2024,within a few hours,100%,85%,f,,1,1,"['email', 'phone']",t,t,Leichhardt,-33.86905,151.1536,Entire rental unit,Entire home/apt,4,2,2 baths,2,2,"[""Conditioner"", ""Ceiling fan"", ""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Washer"", ""Microwave"", ""Free street parking"", ""Shower gel"", ""Dishes and silverware"", ""Dryer"", ""Hangers"", ""Body soap"", ""Hair dryer"", ""Bed linens"", ""Fire extinguisher"", ""Central air conditioning"", ""Stove"", ""Smart lock"", ""Oven"", ""Self check-in"", ""Hot water"", ""TV"", ""Heating"", ""Dedicated workspace"", ""Wine glasses"", ""Essentials"", ""Toaster"", ""Iron"", ""Smoke alarm"", ""Dining table"", ""Patio or balcony"", ""Cooking basics"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""First aid kit"", ""Private entrance""]",2,365,2,3,365,365,2,t,12,25,41,73,22,21,0,126,9/06/2024,12/05/2025,4.95,5,4.95,4.82,5,4.91,4.82,f,1.76,162.5,1
327,11/06/2016,within an hour,100%,71%,f,,2,5,"['email', 'phone']",t,t,The Hills Shire,-33.73041378,151.0141917,Private room in home,Private room,2,1,1 shared bath,1,1,"[""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Washer"", ""Microwave"", ""Free street parking"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Dryer"", ""Lock on bedroom door"", ""Pool"", ""Pool table"", ""Oven"", ""Hot water"", ""Outdoor dining area"", ""Freezer"", ""Toaster"", ""Luggage dropoff allowed"", ""Dining table"", ""Patio or balcony"", ""Wifi"", ""Hot water kettle"", ""Long term stays allowed""]",1,365,1,1,365,365,1,t,0,0,0,108,2,2,0,12,31/12/2024,9/04/2025,2.5,2.5,1.5,2,2.5,5,2.5,f,0.36,94,0
328,25/08/2019,within an hour,100%,99%,f,Surry Hills,169,253,"['email', 'phone']",t,t,Hurstville,-33.94123,151.10068,Entire rental unit,Entire home/apt,7,2,2 baths,2,4,"[""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Washer"", ""Microwave"", ""Free street parking"", ""Dishes and silverware"", ""Dryer"", ""Hangers"", ""Extra pillows and blankets"", ""Elevator"", ""Hair dryer"", ""Bed linens"", ""Fire extinguisher"", ""Bathtub"", ""Stove"", ""Air conditioning"", ""Oven"", ""Self check-in"", ""Hot water"", ""TV"", ""Heating"", ""Dedicated workspace"", ""Essentials"", ""Lockbox"", ""Toaster"", ""Luggage dropoff allowed"", ""Iron"", ""Smoke alarm"", ""Long term stays allowed"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""First aid kit"", ""Private entrance""]",4,365,2,7,365,365,3.6,t,22,43,73,231,30,7,0,56,14/12/2022,12/01/2025,4.5,4.53,4.4,4.4,4.33,4.67,4.33,f,0.98,115,0
329,21/02/2016,N/A,N/A,N/A,f,,1,1,"['email', 'phone', 'work_email']",t,t,Pittwater,-33.62263,151.32144,Entire guest suite,Entire home/apt,2,1,1 bath,1,1,"[""Refrigerator"", ""TV with standard cable"", ""Kitchen"", ""Microwave"", ""Free street parking"", ""Dishes and silverware"", ""Hangers"", ""Breakfast"", ""Extra pillows and blankets"", ""Bed linens"", ""Stove"", ""Hot water"", ""Heating"", ""Coffee maker"", ""Essentials"", ""Luggage dropoff allowed"", ""Iron"", ""Cooking basics"", ""Wifi"", ""Shampoo"", ""Private entrance""]",90,1126,90,90,1126,1126,90,t,28,58,88,363,26,0,0,0,17/09/2017,24/10/2021,4.92,5,5,4.92,4.92,4.92,4.81,f,0.28,213,0
330,8/07/2014,within an hour,100%,97%,t,Elizabeth Bay/Rushcutters Bay,1,2,"['email', 'phone']",t,t,Sydney,-33.87442,151.2254,Entire rental unit,Entire home/apt,2,1,1 bath,0,1,"[""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Dishes and silverware"", ""Hangers"", ""Extra pillows and blankets"", ""Elevator"", ""Hair dryer"", ""Bed linens"", ""Stove"", ""Oven"", ""Self check-in"", ""Hot water"", ""Essentials"", ""Lockbox"", ""Iron"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Wifi"", ""Shampoo""]",4,35,2,4,1125,1125,4,t,11,11,11,11,147,14,0,112,20/06/2018,20/03/2025,4.92,4.95,4.87,4.94,4.99,4.93,4.79,f,1.73,197,1
331,22/11/2021,within an hour,100%,100%,t,,6,6,"['email', 'phone']",t,t,North Sydney,-33.84397,151.2283,Entire rental unit,Entire home/apt,6,2,2 baths,1,3,"[""Ceiling fan"", ""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Microwave"", ""Free street parking"", ""Bay view"", ""Outdoor furniture"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Beach view"", ""Ocean view"", ""Sea view"", ""Hangers"", ""Mitsubishi  conditioner"", ""Breakfast"", ""Private entrance"", ""Waterfront"", ""Extra pillows and blankets"", ""Electric stove"", ""Room-darkening shades"", ""Hair dryer"", ""Bed linens"", ""Fire extinguisher"", ""Central air conditioning"", ""Bathtub"", ""Private patio or balcony"", ""Clothing storage: closet"", ""Central heating"", ""Paid parking lot off premises"", ""City skyline view"", ""Self check-in"", ""Paid dryer \u2013 In building"", ""Bidet"", ""Leaf shampoo"", ""Hot water"", ""TV"", ""Dedicated workspace"", ""Bluetooth sound system"", ""Mini fridge"", ""Wine glasses"", ""Essentials"", ""Freezer"", ""Lockbox"", ""Toaster"", ""Harbor view"", ""Baking sheet"", ""Iron"", ""Smoke alarm"", ""Leaf body soap"", ""Stainless steel oven"", ""Coffee maker: espresso machine"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Dining table"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Marina view"", ""Cooking basics"", ""Coffee"", ""Wifi"", ""Hot water kettle"", ""Paid parking lot on premises"", ""First aid kit"", ""Safe"", ""Ethernet connection"", ""Paid washer \u2013 In building""]",1,999,1,5,999,999,1.2,t,7,13,27,249,39,15,2,90,11/12/2021,1/06/2025,4.82,4.9,4.64,4.85,4.79,4.87,4.51,t,0.91,568,0
332,19/02/2020,within an hour,100%,57%,f,,22,23,"['email', 'phone']",t,t,Lane Cove,-33.80613688,151.1574876,Entire rental unit,Entire home/apt,3,1,1 bath,1,2,"[""Conditioner"", ""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Washer"", ""Microwave"", ""Free street parking"", ""Outdoor furniture"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Cleaning products"", ""Dryer"", ""Hangers"", ""Body soap"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Elevator"", ""Free parking on premises"", ""Hair dryer"", ""Bed linens"", ""Stove"", ""Air conditioning"", ""Oven"", ""Clothing storage"", ""Self check-in"", ""Hot water"", ""TV"", ""Outdoor dining area"", ""Heating"", ""Wine glasses"", ""Essentials"", ""Freezer"", ""Lockbox"", ""Toaster"", ""Iron"", ""Smoke alarm"", ""Dining table"", ""Patio or balcony"", ""Single level home"", ""Cooking basics"", ""Coffee"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""Long term stays allowed""]",2,365,2,2,365,365,2,t,23,53,83,84,12,3,0,18,15/04/2023,25/02/2025,4.75,4.83,4.75,4.67,4.92,4.83,4.58,f,0.45,219,0
333,10/07/2016,within a few hours,90%,47%,t,,2,3,"['email', 'phone', 'work_email']",t,t,Pittwater,-33.64924,151.30386,Private room in home,Private room,2,1,1 private bath,1,1,"[""Refrigerator"", ""Free dryer \u2013 In building"", ""Kitchen"", ""Bay view"", ""Outdoor furniture"", ""Dishes and silverware"", ""Children\u2019s dinnerware"", ""Hangers"", ""Breakfast"", ""BBQ grill"", ""Lock on bedroom door"", ""Free parking on premises"", ""Hair dryer"", ""Central air conditioning"", ""Private patio or balcony"", ""Self check-in"", ""Hot water"", ""Free washer \u2013 In building"", ""Heating"", ""Dedicated workspace"", ""Coffee maker"", ""Essentials"", ""Lockbox"", ""Iron"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""First aid kit"", ""Fast wifi \u2013 57 Mbps""]",1,28,1,1,28,28,1,t,28,58,88,363,34,13,0,78,6/08/2022,13/04/2025,5,5,5,4.97,5,4.97,4.94,f,0.97,162,1
334,10/05/2015,within an hour,100%,100%,t,Greenwich,1,1,"['email', 'phone', 'work_email']",t,t,Lane Cove,-33.82114,151.18359,Treehouse,Entire home/apt,2,1,1 bath,1,1,"[""Conditioner"", ""Refrigerator"", ""TV with standard cable"", ""Kitchen"", ""Microwave"", ""Free street parking"", ""Outdoor furniture"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Cleaning products"", ""Hangers"", ""BBQ grill"", ""Body soap"", ""Extra pillows and blankets"", ""Board games"", ""Garden view"", ""Hair dryer"", ""Bed linens"", ""Clothing storage: wardrobe"", ""Fire extinguisher"", ""Central air conditioning"", ""Private backyard \u2013 Not fully fenced"", ""Beach essentials"", ""Free washer \u2013 In unit"", ""Barbecue utensils"", ""Self check-in"", ""Hot water"", ""Outdoor dining area"", ""Heating"", ""Dedicated workspace"", ""Sound system"", ""Mini fridge"", ""Coffee maker"", ""Wine glasses"", ""Essentials"", ""Lockbox"", ""Cleaning available during stay"", ""Toaster"", ""Books and reading material"", ""Luggage dropoff allowed"", ""Iron"", ""Smoke alarm"", ""Dining table"", ""Patio or balcony"", ""Single level home"", ""Cooking basics"", ""Coffee"", ""Valley view"", ""Shampoo"", ""Wifi"", ""Hot water kettle"", ""Long term stays allowed"", ""Safe"", ""Private entrance""]",3,365,3,3,365,365,3,t,23,53,77,352,42,13,0,78,8/06/2015,17/05/2025,4.88,4.93,4.9,5,4.9,4.81,4.74,t,0.34,168,0
335,8/12/2012,within an hour,100%,86%,f,,1,1,"['email', 'phone']",t,t,Auburn,-33.8738267,151.0388438,Entire home,Entire home/apt,4,1,1 bath,2,4,"[""Refrigerator"", ""Kitchen"", ""Washer"", ""Microwave"", ""Free street parking"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Cleaning products"", ""Hangers"", ""Exterior security cameras on property"", ""Hair dryer"", ""Bed linens"", ""Clothing storage: wardrobe"", ""Fire extinguisher"", ""Stove"", ""Air conditioning"", ""Oven"", ""Self check-in"", ""Hot water"", ""TV"", ""Wine glasses"", ""Lockbox"", ""Toaster"", ""Private backyard \u2013 Fully fenced"", ""Luggage dropoff allowed"", ""Iron"", ""Smoke alarm"", ""Long term stays allowed"", ""Dining table"", ""Single level home"", ""Cooking basics"", ""Wifi"", ""Hot water kettle"", ""First aid kit""]",2,365,2,2,365,365,2,t,0,0,0,73,5,5,0,30,26/01/2025,5/05/2025,4.6,4.6,4.6,4.8,5,4.8,4.4,f,1.05,70,0
336,13/02/2018,within an hour,100%,99%,t,Avalon,27,27,"['email', 'phone']",t,t,Manly,-33.80079877,151.2874322,Entire rental unit,Entire home/apt,5,1,1 bath,2,3,"[""Conditioner"", ""Portable fans"", ""Ceiling fan"", ""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Washer"", ""Microwave"", ""Free dryer \u2013 In unit"", ""Free street parking"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Cleaning products"", ""Hangers"", ""Portable heater"", ""Body soap"", ""Extra pillows and blankets"", ""Beach access \u2013 Beachfront"", ""Electric stove"", ""Free parking on premises"", ""Hair dryer"", ""Bed linens"", ""Clothing storage: wardrobe"", ""Fire extinguisher"", ""Self check-in"", ""Hot water"", ""TV"", ""Dedicated workspace"", ""Wine glasses"", ""Essentials"", ""Freezer"", ""Lockbox"", ""Cleaning available during stay"", ""Toaster"", ""Iron"", ""Smoke alarm"", ""Laundromat nearby"", ""Long term stays allowed"", ""Dining table"", ""Single level home"", ""Cooking basics"", ""Coffee"", ""Wifi"", ""Shampoo"", ""Single oven"", ""Hot water kettle"", ""First aid kit"", ""Private entrance""]",2,60,2,5,60,60,2.3,t,10,35,61,172,47,39,2,234,4/04/2024,1/06/2025,4.85,4.87,4.79,4.94,4.85,5,4.74,f,3.2,145,0
337,24/11/2013,N/A,N/A,100%,f,Bondi,1,1,"['email', 'phone']",t,t,Waverley,-33.89318,151.26126,Entire home,Entire home/apt,6,2,2 baths,3,4,"[""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Microwave"", ""Gas stove"", ""Free street parking"", ""Dishes and silverware"", ""55 inch HDTV with Netflix"", ""Hangers"", ""Extra pillows and blankets"", ""Hair dryer"", ""Bed linens"", ""Private patio or balcony"", ""Air conditioning"", ""Free washer"", ""Central heating"", ""Fast wifi \u2013 109 Mbps"", ""Self check-in"", ""Westinghouse double oven"", ""Hot water"", ""Children\u2019s books and toys"", ""Private BBQ grill: gas"", ""Essentials"", ""Lockbox"", ""Private backyard \u2013 Fully fenced"", ""Iron"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Free dryer""]",7,25,6,7,25,25,7,t,0,0,0,125,16,0,0,0,14/04/2014,29/12/2021,4.94,5,4.93,5,5,4.73,4.6,f,0.12,141,0
338,8/02/2017,within an hour,100%,99%,t,Surry Hills,5,5,"['email', 'phone']",t,t,Sydney,-33.885529,151.21611,Entire rental unit,Entire home/apt,2,1,1 bath,1,1,"[""Ceiling fan"", ""Thank You body soap"", ""Refrigerator"", ""Kitchen"", ""O C Naturals conditioner"", ""Dishwasher"", ""Washer"", ""Microwave"", ""Free dryer \u2013 In unit"", ""Outdoor furniture"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Cleaning products"", ""Hangers"", ""Bosch stainless steel oven"", ""Extra pillows and blankets"", ""Hair dryer"", ""Bed linens"", ""Clothing storage: wardrobe"", ""Fire extinguisher"", ""Central air conditioning"", ""Private patio or balcony"", ""Stove"", ""Central heating"", ""Self check-in"", ""Hot water"", ""Outdoor dining area"", ""O C Naturals shampoo"", ""Dedicated workspace"", ""Wine glasses"", ""50 inch HDTV"", ""Essentials"", ""Fast wifi \u2013 106 Mbps"", ""Freezer"", ""Lockbox"", ""Toaster"", ""Luggage dropoff allowed"", ""Iron"", ""Smoke alarm"", ""Dining table"", ""Single level home"", ""Cooking basics"", ""Coffee"", ""Hot water kettle"", ""Private entrance""]",2,14,2,3,1125,1125,2.1,t,5,20,36,60,173,65,5,255,26/03/2022,17/06/2025,4.95,4.98,4.91,4.94,4.99,4.98,4.91,f,4.4,183,1
339,16/03/2021,within an hour,96%,97%,t,,5,5,"['email', 'phone']",t,t,Sydney,-33.88433,151.21243,Entire serviced apartment,Entire home/apt,2,1,1 bath,1,1,"[""Portable fans"", ""Refrigerator"", ""Free dryer \u2013 In building"", ""Kitchen"", ""Microwave"", ""Paid street parking off premises"", ""Free street parking"", ""Coffee maker: french press"", ""Paid crib - available upon request"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Outdoor furniture"", ""Cleaning products"", ""Hangers"", ""Free residential garage on premises \u2013 1 space"", ""Portable heater"", ""Exterior security cameras on property"", ""Extra pillows and blankets"", ""Courtyard view"", ""Room-darkening shades"", ""Hair dryer"", ""Bed linens"", ""Fire extinguisher"", ""Private patio or balcony"", ""Sun loungers"", ""Clothing storage: dresser"", ""Cmmrcial hotel shampoo"", ""Comercial hotel  conditioner"", ""Self check-in"", ""Hot water"", ""HDTV with standard cable"", ""Free washer \u2013 In building"", ""Outdoor dining area"", ""Dedicated workspace"", ""Mini fridge"", ""Wine glasses"", ""Window guards"", ""Essentials"", ""Freezer"", ""Lockbox"", ""Smeg stainless steel oven"", ""Toaster"", ""Private backyard \u2013 Fully fenced"", ""Baking sheet"", ""Smeg stainless steel gas stove"", ""Iron"", ""Babysitter recommendations"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Long term stays allowed"", ""Dining table"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Single level home"", ""Cooking basics"", ""Coffee"", ""Wifi"", ""Hot water kettle"", ""First aid kit"", ""Private entrance""]",2,28,2,10,1125,1125,2.7,t,11,37,63,199,247,50,1,255,13/08/2021,1/06/2025,4.8,4.81,4.83,4.81,4.93,4.97,4.7,f,5.27,187,0
