"","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_neighbourhood","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bathrooms_text","bedrooms","beds","amenities","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","estimated_occupancy_l365d","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","reviews_per_month","price_per_room","rating_q1"
"223","2016-04-27","within an hour","100%","55%","f","",1,1,"['email', 'phone']","t","f","Botany Bay",-33.94588,151.19847,"Entire rental unit","Entire home/apt",2,0,"0 baths",1,2,"[""Refrigerator"", ""Kitchen"", ""Washer"", ""Dryer"", ""Hangers"", ""BBQ grill"", ""Elevator"", ""Free parking on premises"", ""Fire extinguisher"", ""Bed linens"", ""Stove"", ""Air conditioning"", ""Oven"", ""Clothing storage"", ""Hot water"", ""TV"", ""Outdoor dining area"", ""Dedicated workspace"", ""Wine glasses"", ""Freezer"", ""Toaster"", ""Smoke alarm"", ""Wifi"", ""Hot water kettle""]",1,90,1,1,90,90,1,"t",8,8,8,120,28,28,9,168,"2024-09-08","2025-06-14",4.64,4.71,4.64,4.75,4.79,4.61,4.64,"f",2.97,120,0
"224","2012-04-29","within an hour","100%","100%","f","",1,1,"['email', 'phone']","t","t","Sutherland Shire",-34.04797,151.15601,"Entire rental unit","Entire home/apt",4,1,"1 bath",2,2,"[""Conditioner"", ""Crib"", ""Portable fans"", ""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Microwave"", ""Free street parking"", ""Outdoor furniture"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Pets allowed"", ""Cleaning products"", ""Dryer"", ""Hangers"", ""Blender"", ""Body soap"", ""Keypad"", ""Extra pillows and blankets"", ""Board games"", ""Room-darkening shades"", ""Mosquito net"", ""Free parking on premises"", ""Hair dryer"", ""Bed linens"", ""Fire extinguisher"", ""Private patio or balcony"", ""Stove"", ""Oven"", ""Clothing storage"", ""Self check-in"", ""Coffee maker: Keurig coffee machine"", ""Hot water"", ""Free washer \u2013 In building"", ""AC - split type ductless system"", ""Heating"", ""Wine glasses"", ""50 inch HDTV"", ""Essentials"", ""Freezer"", ""Toaster"", ""Books and reading material"", ""Iron"", ""Smoke alarm"", ""Laundromat nearby"", ""Pack \u2019n play/Travel crib"", ""Dining table"", ""Single level home"", ""Cooking basics"", ""Coffee"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""First aid kit"", ""Shared beach access"", ""Rice maker"", ""Ethernet connection"", ""Private entrance""]",3,1125,3,3,1125,1125,3,"t",0,0,1,184,92,19,0,114,"2021-12-11","2025-05-12",4.75,4.83,4.68,4.96,4.98,4.89,4.73,"t",2.15,101,0
"225","2014-10-10","within an hour","100%","98%","t","",2,3,"['email', 'phone']","t","t","Blacktown",-33.7419342,150.946484,"Private room in home","Private room",2,1,"1 private bath",1,1,"[""Lake access"", ""Ceiling fan"", ""Kitchenette"", ""Microwave"", ""Free street parking"", ""Outdoor furniture"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Cleaning products"", ""Pantene conditioner"", ""Hangers"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Free driveway parking on premises \u2013 1 space"", ""Room-darkening shades"", ""Garden view"", ""Other electric stove"", ""Hair dryer"", ""Bed linens"", ""Clothing storage: wardrobe"", ""Heating - split type ductless system"", ""Fast wifi \u2013 107 Mbps"", ""Hot water"", ""32 inch HDTV with Amazon Prime Video, Netflix"", ""Free washer \u2013 In building"", ""Outdoor dining area"", ""AC - split type ductless system"", ""Dedicated workspace"", ""Wine glasses"", ""Host greets you"", ""Essentials"", ""Freezer"", ""Toaster"", ""Private backyard \u2013 Fully fenced"", ""Luggage dropoff allowed"", ""Iron"", ""Smoke alarm"", ""Dining table"", ""Single level home"", ""Cooking basics"", ""Coffee"", ""Hot water kettle"", ""Pantene shampoo"", ""Private entrance"", ""LG refrigerator""]",1,26,1,1,26,26,1,"t",20,50,80,261,47,25,2,150,"2023-09-08","2025-06-14",4.91,4.94,4.91,4.96,4.96,4.85,4.89,"f",2.17,89,0
"226","2014-10-07","within an hour","100%","100%","f","",1,1,"['email', 'phone']","t","t","Rockdale",-33.96778,151.15126,"Entire rental unit","Entire home/apt",4,1,"1 bath",2,2,"[""Portable fans"", ""Ceiling fan"", ""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Stainless steel induction stove"", ""Microwave"", ""Free street parking"", ""Outdoor furniture"", ""Shower gel"", ""Dishes and silverware"", ""Pets allowed"", ""Cleaning products"", ""Gym"", ""Hangers"", ""Body soap"", ""Changing table - always at the listing"", ""Board games"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""Beach access \u2013 Beachfront"", ""Room-darkening shades"", ""Garden view"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Mosquito net"", ""Free parking on premises"", ""Hair dryer"", ""Bed linens"", ""Fire extinguisher"", ""Bathtub"", ""Private patio or balcony"", ""Air conditioning"", ""Beach essentials"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Oven"", ""Self check-in"", ""Bidet"", ""Hot water"", ""TV"", ""Outdoor dining area"", ""Heating"", ""Dedicated workspace"", ""Wine glasses"", ""Coffee maker"", ""Essentials"", ""Freezer"", ""Standalone high chair - always at the listing"", ""Lockbox"", ""Toaster"", ""Books and reading material"", ""Clothing storage: closet and wardrobe"", ""Iron"", ""Smoke alarm"", ""Laundromat nearby"", ""Long term stays allowed"", ""Dining table"", ""Crib - always at the listing"", ""Cooking basics"", ""Coffee"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""Exercise equipment""]",3,1125,3,3,1125,1125,3,"t",0,16,31,31,78,23,0,138,"2021-01-11","2025-05-05",4.53,4.56,4.45,4.59,4.82,4.73,4.4,"f",1.45,90,0
"227","2018-10-18","within an hour","100%","63%","t","",3,3,"['email', 'phone']","t","t","Sutherland Shire",-34.0277131,151.062033,"Private room in bed and breakfast","Private room",1,1,"1 shared bath",1,1,"[""Lock on bedroom door"", ""Kitchen"", ""Smoke alarm"", ""Washer"", ""Free parking on premises"", ""Dedicated workspace"", ""Wifi"", ""Air conditioning"", ""First aid kit""]",1,365,1,1,365,365,1,"t",1,1,1,229,3,0,0,0,"2022-12-26","2023-01-22",5,5,5,5,5,5,5,"f",0.1,80,1
"228","2020-09-29","within an hour","100%","100%","f","",18,23,"['email', 'phone']","t","t","Blacktown",-33.6878607691408,150.81605696878,"Entire home","Entire home/apt",10,2,"2 baths",5,7,"[""Conditioner"", ""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Washer"", ""Microwave"", ""Gas stove"", ""Free street parking"", ""Outdoor furniture"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Pets allowed"", ""Cleaning products"", ""Hangers"", ""Body soap"", ""Extra pillows and blankets"", ""Free parking on premises"", ""Hair dryer"", ""Bed linens"", ""Bathtub"", ""Air conditioning"", ""Oven"", ""Central heating"", ""Clothing storage"", ""Self check-in"", ""Hot water"", ""TV"", ""Trash compactor"", ""Dedicated workspace"", ""Wine glasses"", ""Essentials"", ""Freezer"", ""Lockbox"", ""Toaster"", ""Books and reading material"", ""Private backyard \u2013 Fully fenced"", ""Baking sheet"", ""Iron"", ""Smoke alarm"", ""Laundromat nearby"", ""Long term stays allowed"", ""Dining table"", ""Cooking basics"", ""Coffee"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""First aid kit""]",3,365,3,3,1125,1125,3,"t",24,54,84,351,12,6,0,36,"2023-09-29","2025-04-15",4.5,4.58,4.42,4.75,4.75,4.17,4.58,"t",0.57,57.6,0
"229","2014-12-02","within a few hours","100%","79%","f","",2,2,"['email', 'phone']","t","t","Waverley",-33.8938816,151.2696086,"Entire rental unit","Entire home/apt",3,1,"1 bath",2,1,"[""Portable fans"", ""Ceiling fan"", ""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Washer"", ""Microwave"", ""Gas stove"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Westinghouse  oven"", ""Pets allowed"", ""Cleaning products"", ""Hangers"", ""Body soap"", ""Free driveway parking on premises \u2013 1 space"", ""Room-darkening shades"", ""Hair dryer"", ""Bed linens"", ""Clothing storage"", ""Self check-in"", ""Hot water"", ""Dedicated workspace"", ""Wine glasses"", ""Freezer"", ""Lockbox"", ""Toaster"", ""Luggage dropoff allowed"", ""55 inch HDTV with Chromecast"", ""Iron"", ""Smoke alarm"", ""Laundromat nearby"", ""Noise decibel monitors on property"", ""Cooking basics"", ""Coffee"", ""Wifi"", ""Hot water kettle""]",2,21,2,4,21,21,2.7,"t",10,23,53,106,11,11,1,66,"2024-11-22","2025-06-02",4.91,5,5,4.91,5,5,4.91,"f",1.59,133,0
"230","2015-09-09","within a day","100%","75%","f","Bondi Beach",27,73,"['email', 'phone', 'work_email']","t","t","Marrickville",-33.8998777,151.1361552,"Entire home","Entire home/apt",6,2,"2 baths",3,4,"[""Kitchen"", ""Smoke alarm"", ""Washer"", ""TV"", ""Fire extinguisher"", ""Wifi"", ""Pets allowed""]",90,365,90,90,365,365,90,"t",28,58,88,182,5,0,0,0,"2023-09-21","2023-10-29",4.4,4.6,5,4.8,4,4.8,4.4,"f",0.24,126.67,0
"231","2018-11-21","within an hour","100%","91%","f","Central Business District",51,62,"['email', 'phone', 'work_email']","t","t","Sydney",-33.85988,151.20211,"Entire rental unit","Entire home/apt",4,1,"1 bath",2,2,"[""Essentials"", ""Iron"", ""Smoke alarm"", ""Kitchen"", ""Washer"", ""Self check-in"", ""Long term stays allowed"", ""TV"", ""Paid crib - available upon request"", ""Air conditioning"", ""Heating"", ""Cooking basics"", ""Wifi"", ""Pets allowed"", ""Dryer"", ""Hangers"", ""Lockbox"", ""Private entrance""]",365,365,3,4,499,499,4,"t",15,15,15,15,19,3,0,255,"2021-12-22","2025-03-10",4.26,4.58,4.47,4.37,4.26,4.95,4.21,"t",0.45,181,0
"232","2024-08-22","within an hour","100%","100%","f","",3,3,"['email', 'phone']","t","t","Sydney",-33.8813,151.17747,"Entire guesthouse","Entire home/apt",2,1,"1 bath",1,1,"[""Conditioner"", ""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Washer"", ""Microwave"", ""Booster seat high chair - available upon request"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Children\u2019s dinnerware"", ""Dryer"", ""Hangers"", ""Hair dryer"", ""Air conditioning"", ""Oven"", ""Clothing storage"", ""Hot water"", ""TV"", ""Heating"", ""Coffee maker"", ""Iron"", ""Smoke alarm"", ""Pack \u2019n play/Travel crib"", ""Dining table"", ""Noise decibel monitors on property"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""Long term stays allowed"", ""Rice maker""]",2,365,2,2,365,365,2,"t",20,33,48,249,14,14,0,84,"2024-09-18","2025-04-11",4.5,4.57,4.43,4.43,4.14,4.36,4.5,"t",1.54,159,0
"233","2016-01-31","within an hour","100%","100%","t","Bondi Beach",48,55,"['email', 'phone', 'work_email']","t","t","Waverley",-33.8914676,151.2727997,"Entire rental unit","Entire home/apt",2,1,"1 bath",1,1,"[""Crib"", ""Dishwasher"", ""Kitchen"", ""Stainless steel gas stove"", ""Microwave"", ""Free dryer \u2013 In unit"", ""Free street parking"", ""Outdoor furniture"", ""Booster seat high chair - available upon request"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Cleaning products"", ""Vitality conditioner"", ""Hangers"", ""Portable heater"", ""Extra pillows and blankets"", ""Vitality shampoo"", ""Board games"", ""Elevator"", ""Hair dryer"", ""Bed linens"", ""Fire extinguisher"", ""Samsung refrigerator"", ""Central air conditioning"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Paid parking garage off premises"", ""Central heating"", ""Self check-in"", ""Hot water"", ""Outdoor dining area"", ""Dedicated workspace"", ""Wine glasses"", ""Essentials"", ""Freezer"", ""Coffee maker: Nespresso"", ""Lockbox"", ""Toaster"", ""Books and reading material"", ""Cleaning available during stay"", ""Clothing storage: closet and wardrobe"", ""Baking sheet"", ""Private backyard \u2013 Fully fenced"", ""Iron"", ""Smoke alarm"", ""Laundromat nearby"", ""Long term stays allowed"", ""Dining table"", ""Vitality body soap"", ""Carbon monoxide alarm"", ""Single level home"", ""55 inch HDTV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Hulu, Netflix, Roku"", ""Cooking basics"", ""Fisher&Paykel stainless steel oven"", ""Coffee"", ""Wifi"", ""Hot water kettle"", ""First aid kit"", ""Pack \u2019n play/Travel crib - available upon request"", ""Ethernet connection""]",2,1124,2,21,1125,1125,12.7,"t",21,51,81,197,51,28,1,168,"2023-09-26","2025-06-03",4.84,4.8,4.75,4.82,4.98,4.96,4.73,"f",2.42,222,0
"234","2017-02-17","within a few hours","100%","N/A","f","",1,1,"['email', 'phone']","t","t","Blacktown",-33.75053,150.88629,"Private room in home","Private room",4,1.5,"1.5 shared baths",3,5,"[""Lake access"", ""Refrigerator"", ""Dishwasher"", ""TV with standard cable"", ""Kitchen"", ""Washer"", ""Microwave"", ""Free street parking"", ""Shower gel"", ""Dishes and silverware"", ""Pets allowed"", ""Hangers"", ""BBQ grill"", ""Lake view"", ""Lock on bedroom door"", ""Park view"", ""Extra pillows and blankets"", ""Courtyard view"", ""Garden view"", ""Free parking on premises"", ""Hair dryer"", ""Bed linens"", ""Stove"", ""Air conditioning"", ""Shared patio or balcony"", ""Oven"", ""Resort access"", ""Bread maker"", ""Self check-in"", ""River view"", ""Hot water"", ""Backyard"", ""Outdoor dining area"", ""Heating"", ""Dedicated workspace"", ""Essentials"", ""Lockbox"", ""Baking sheet"", ""Luggage dropoff allowed"", ""Iron"", ""Smoke alarm"", ""Long term stays allowed"", ""Cooking basics"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""First aid kit"", ""Ethernet connection""]",90,730,90,90,1125,1125,90,"t",29,59,89,364,18,0,0,0,"2018-12-30","2021-04-30",4.72,4.72,4.72,4.78,4.72,4.72,4.56,"f",0.23,22,0
"235","2015-07-17","within an hour","100%","99%","t","",2,2,"['email', 'phone']","t","t","Warringah",-33.75571,151.28956,"Entire condo","Entire home/apt",3,1,"1 bath",2,3,"[""Portable fans"", ""Ceiling fan"", ""Refrigerator"", ""Kitchen"", ""Washer"", ""Free dryer \u2013 In unit"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Cleaning products"", ""Hangers"", ""Body soap"", ""Beach access \u2013 Beachfront"", ""Room-darkening shades"", ""Free parking on premises"", ""Hair dryer"", ""Bed linens"", ""Bathtub"", ""Private patio or balcony"", ""Indoor fireplace"", ""Baby safety gates"", ""Hot water"", ""TV"", ""Heating"", ""Dedicated workspace"", ""Coffee maker"", ""Essentials"", ""Iron"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Wifi"", ""Shampoo"", ""Private entrance""]",1,1125,1,1,1125,1125,1,"t",5,5,5,5,64,10,0,60,"2023-05-21","2025-05-10",4.83,4.91,4.83,4.95,4.98,4.91,4.86,"t",2.53,77,0
"236","2015-04-09","within an hour","100%","97%","t","",2,2,"['email', 'phone']","t","t","Pittwater",-33.6475725936268,151.308327159875,"Entire rental unit","Entire home/apt",2,1,"1 bath",0,1,"[""Conditioner"", ""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Microwave"", ""Free street parking"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Pets allowed"", ""Cleaning products"", ""Hangers"", ""Exterior security cameras on property"", ""Board games"", ""Room-darkening shades"", ""Mosquito net"", ""Hair dryer"", ""Bed linens"", ""Heating - split type ductless system"", ""Stove"", ""Air conditioning"", ""Oven"", ""Clothing storage"", ""Self check-in"", ""Hot water"", ""TV"", ""Wine glasses"", ""Coffee maker"", ""Essentials"", ""Freezer"", ""Lockbox"", ""Toaster"", ""Books and reading material"", ""Baking sheet"", ""Luggage dropoff allowed"", ""Iron"", ""Smoke alarm"", ""Dining table"", ""Cooking basics"", ""Coffee"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""Long term stays allowed"", ""Private entrance""]",1,365,1,1,365,365,1,"t",26,56,86,182,133,54,3,255,"2023-03-06","2025-06-09",4.89,4.94,4.95,4.92,4.96,4.89,4.75,"f",4.78,125,0
"237","2019-08-25","within an hour","100%","99%","f","Surry Hills",169,253,"['email', 'phone']","t","t","Burwood",-33.87159,151.1111,"Private room in home","Private room",1,3,"3 shared baths",1,1,"[""Refrigerator"", ""Kitchen"", ""Washer"", ""Microwave"", ""Dishes and silverware"", ""Hangers"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Hair dryer"", ""Bed linens"", ""Fire extinguisher"", ""Bathtub"", ""Stove"", ""Smart lock"", ""Self check-in"", ""Hot water"", ""Backyard"", ""Dedicated workspace"", ""Essentials"", ""Toaster"", ""Luggage dropoff allowed"", ""Iron"", ""Smoke alarm"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""First aid kit"", ""Private entrance""]",4,365,1,4,365,365,2.8,"t",13,43,70,345,3,3,0,24,"2025-01-16","2025-02-17",3.33,3.33,3.33,4.67,3.33,4,3.67,"f",0.59,50,0
"238","2015-03-02","within an hour","100%","94%","f","",1,2,"['email', 'phone']","t","t","Warringah",-33.754923,151.2859294,"Entire rental unit","Entire home/apt",4,1,"1 bath",1,4,"[""Conditioner"", ""Portable fans"", ""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Microwave"", ""Gas stove"", ""Shower gel"", ""Dishes and silverware"", ""Pets allowed"", ""Cleaning products"", ""Portable heater"", ""Body soap"", ""Extra pillows and blankets"", ""Room-darkening shades"", ""Elevator"", ""Free parking on premises"", ""Hair dryer"", ""Bed linens"", ""Air conditioning"", ""Oven"", ""Central heating"", ""Hot water"", ""TV"", ""Wine glasses"", ""Essentials"", ""Freezer"", ""Toaster"", ""Clothing storage: closet and wardrobe"", ""Baking sheet"", ""Iron"", ""Smoke alarm"", ""Laundromat nearby"", ""Dining table"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Coffee"", ""Wifi"", ""Shampoo"", ""Hot water kettle"", ""First aid kit""]",1,28,1,2,28,28,1,"t",4,11,36,121,32,28,9,168,"2024-04-04","2025-06-14",4.94,4.81,4.88,4.75,4.94,4.91,4.91,"f",2.18,135,0
"239","2014-08-21","within an hour","100%","99%","t","",8,11,"['email', 'phone', 'work_email']","t","t","Rockdale",-33.93666,151.15635,"Private room in home","Private room",4,1.5,"1.5 shared baths",1,2,"[""Refrigerator"", ""Kitchen"", ""Washer"", ""Sukin body soap"", ""Microwave"", ""Gas stove"", ""Free dryer \u2013 In unit"", ""Outdoor furniture"", ""Paid crib - available upon request"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Fast wifi \u2013 443 Mbps"", ""Sukin conditioner"", ""Hangers"", ""Exterior security cameras on property"", ""Lock on bedroom door"", ""Room-darkening shades"", ""Hair dryer"", ""Bed linens"", ""Fire extinguisher"", ""Paid parking on premises"", ""Bathtub"", ""Standalone high chair - available upon request"", ""Air conditioning"", ""Oven"", ""Clothing storage"", ""Hot water"", ""TV"", ""Shared backyard \u2013 Fully fenced"", ""Heating"", ""Dedicated workspace"", ""Sukin shampoo"", ""Wine glasses"", ""Freezer"", ""Coffee maker: Nespresso"", ""Toaster"", ""Baking sheet"", ""Luggage dropoff allowed"", ""Iron"", ""Smoke alarm"", ""Laundromat nearby"", ""Long term stays allowed"", ""Dining table"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Single level home"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Coffee"", ""Hot water kettle"", ""First aid kit""]",1,365,1,3,365,365,1,"t",10,32,58,186,6,6,4,36,"2025-05-11","2025-06-14",5,5,5,5,5,5,5,"t",4.74,74,1
"240","2020-12-23","within an hour","99%","88%","f","",44,60,"['email', 'phone']","t","t","Sydney",-33.8995,151.19951,"Private room in home","Private room",2,1,"1 private bath",1,1,"[""Conditioner"", ""Portable fans"", ""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Stainless steel gas stove"", ""Microwave"", ""Free dryer \u2013 In unit"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Cleaning products"", ""Hangers"", ""Keypad"", ""Exterior security cameras on property"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Fast wifi \u2013 102 Mbps"", ""Room-darkening shades"", ""Hair dryer"", ""Bed linens"", ""Fire extinguisher"", ""Clothing storage: closet"", ""Free washer \u2013 In unit"", ""Self check-in"", ""Hot water"", ""Outdoor dining area"", ""Heating"", ""Dedicated workspace"", ""Wine glasses"", ""Essentials"", ""Coffee maker: Nespresso"", ""Toaster"", ""Private backyard \u2013 Fully fenced"", ""Smoke alarm"", ""Long term stays allowed"", ""Dining table"", ""Cooking basics"", ""Hot water kettle"", ""Shampoo"", ""First aid kit"", ""Rice maker""]",1,60,1,1,60,60,1,"t",29,59,75,75,44,16,3,96,"2022-12-10","2025-06-01",4.82,4.89,4.75,4.91,4.98,4.77,4.73,"f",1.43,93,0
"241","2016-06-06","within an hour","100%","100%","f","",2,10,"['email', 'phone']","t","t","Randwick",-33.9088209938361,151.249378064292,"Entire guest suite","Entire home/apt",2,1,"1 bath",1,1,"[""Refrigerator"", ""Kitchen"", ""Microwave"", ""Free street parking"", ""Shower gel"", ""Dishes and silverware"", ""Hangers"", ""Body soap"", ""Hair dryer"", ""Bed linens"", ""Clothing storage: wardrobe"", ""Heating - split type ductless system"", ""Self check-in"", ""Hot water"", ""TV"", ""AC - split type ductless system"", ""Wine glasses"", ""Essentials"", ""Lockbox"", ""Iron"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Wifi"", ""Hot water kettle"", ""Private entrance""]",2,25,2,2,25,25,2,"t",7,22,22,22,158,59,3,255,"2022-09-01","2025-06-12",4.55,4.67,4.33,4.91,4.88,4.78,4.54,"f",4.64,123,0
"242","2012-05-23","within a few hours","100%","91%","t","Bondi Beach",117,175,"['email', 'phone']","t","t","Waverley",-33.8891089,151.2831731,"Entire rental unit","Entire home/apt",2,1,"1 bath",1,1,"[""Kitchen"", ""Washer"", ""Free dryer \u2013 In unit"", ""Pets allowed"", ""Paid standalone high chair - available upon request"", ""Hangers"", ""Exterior security cameras on property"", ""Beach access \u2013 Beachfront"", ""Hair dryer"", ""Bed linens"", ""Clothing storage: wardrobe"", ""Heating - split type ductless system"", ""Induction stove"", ""Outdoor shower"", ""Smart lock"", ""Oven"", ""Self check-in"", ""Hot water"", ""TV"", ""AC - split type ductless system"", ""Wine glasses"", ""Essentials"", ""Freezer"", ""Coffee maker: Nespresso"", ""Toaster"", ""Books and reading material"", ""Iron"", ""Smoke alarm"", ""Dining table"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Carbon monoxide alarm"", ""Coffee"", ""Wifi"", ""Hot water kettle""]",5,365,5,5,1125,1125,5,"t",23,45,75,328,6,6,0,60,"2024-10-10","2025-03-04",4.83,4.83,4.67,4.83,4.67,4.83,4.83,"f",0.72,159,0
"243","2022-10-30","within an hour","100%","96%","t","",1,1,"['phone']","f","t","Bankstown",-33.91717,151.0314,"Entire rental unit","Entire home/apt",5,1,"1 bath",2,2,"[""Conditioner"", ""Dishwasher"", ""Kitchen"", ""Washer"", ""Microwave"", ""Outdoor furniture"", ""Drying rack for clothing"", ""Shower gel"", ""Dishes and silverware"", ""Pets allowed"", ""Hangers"", ""Body soap"", ""Courtyard view"", ""Garden view"", ""Elevator"", ""Free parking on premises"", ""Hair dryer"", ""Bed linens"", ""Fire extinguisher"", ""Paid parking on premises"", ""Clothing storage: closet"", ""Air conditioning"", ""Indoor fireplace"", ""Central heating"", ""City skyline view"", ""Self check-in"", ""Hot water"", ""TV"", ""Samsung  refrigerator"", ""Outdoor dining area"", ""Dedicated workspace"", ""Freezer"", ""Lockbox"", ""Iron"", ""Smoke alarm"", ""Dining table"", ""Paid dryer \u2013 In unit"", ""Shampoo"", ""Wifi"", ""Hot water kettle"", ""Rice maker""]",1,1125,1,1,1125,1125,1,"t",6,29,54,177,27,27,2,162,"2024-08-18","2025-05-25",4.96,5,4.78,4.93,5,4.93,4.89,"t",2.66,104.5,1
"244","2012-03-26","within a day","100%","28%","f","",1,1,"['email', 'phone']","t","t","Waverley",-33.892459,151.2608604,"Entire rental unit","Entire home/apt",4,1,"1 bath",2,3,"[""Conditioner"", ""Ceiling fan"", ""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Washer"", ""Free dryer \u2013 In unit"", ""Shower gel"", ""Dishes and silverware"", ""Cleaning products"", ""Hangers"", ""Free driveway parking on premises \u2013 1 space"", ""Room-darkening shades"", ""Hair dryer"", ""Bed linens"", ""Bathtub"", ""Private patio or balcony"", ""Clothing storage: closet"", ""Smart lock"", ""Self check-in"", ""Hot water"", ""TV"", ""Wine glasses"", ""Freezer"", ""Toaster"", ""Books and reading material"", ""Iron"", ""Smoke alarm"", ""Coffee maker: espresso machine"", ""Dining table"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Coffee"", ""Wifi"", ""Shampoo"", ""Single oven"", ""Hot water kettle"", ""Long term stays allowed"", ""Ethernet connection""]",2,365,2,21,365,365,5.5,"t",4,4,14,200,4,4,0,24,"2025-01-02","2025-04-03",4.5,4.75,4.75,5,5,4.75,4,"f",0.72,147,0
"245","2014-01-15","within an hour","100%","75%","f","",1,1,"['email', 'phone']","t","t","Warringah",-33.7737602416881,151.262958780426,"Entire home","Entire home/apt",8,2,"2 baths",4,8,"[""Conditioner"", ""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Washer"", ""Microwave"", ""Shower gel"", ""Dishes and silverware"", ""Ocean view"", ""Blender"", ""Hangers"", ""Game console"", ""BBQ grill"", ""Exterior security cameras on property"", ""Extra pillows and blankets"", ""Board games"", ""Room-darkening shades"", ""Garden view"", ""Free parking on premises"", ""Hair dryer"", ""Bed linens"", ""Fire extinguisher"", ""Bathtub"", ""Stove"", ""Air conditioning"", ""Oven"", ""Barbecue utensils"", ""Clothing storage"", ""Self check-in"", ""Hot water"", ""TV"", ""Outdoor dining area"", ""Heating"", ""Dedicated workspace"", ""Sound system"", ""Wine glasses"", ""Coffee maker"", ""Piano"", ""Essentials"", ""Freezer"", ""Lockbox"", ""Hot tub"", ""Toaster"", ""Books and reading material"", ""Iron"", ""Smoke alarm"", ""Dining table"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Coffee"", ""Valley view"", ""Shampoo"", ""Wifi"", ""Hot water kettle"", ""First aid kit"", ""Private entrance""]",5,365,5,10,365,365,5.6,"t",0,0,0,42,7,3,0,30,"2024-02-23","2025-04-27",5,5,4.57,5,5,5,5,"f",0.44,140,1
